MATRICULA,IDADE,ESTADO_CIVIL_ALUNOS,RAZAO_INATIVIDADE,TIPO_ENSINO_MEDIO,ANO_FORMATURA_ENSINO_MEDIO,NOTA,ESTATUS,TERMO,GENERO_MASCULINO,NACIONALIDADE_BRASILEIRA_POR_NATURALIZACAO,NACIONALIDADE_ESTRANGEIRA,TIPO_ADMISSAO_DECISAO_JUDICIAL_ADM,TIPO_ADMISSAO_GRADUADO,TIPO_ADMISSAO_REOPCAO,TIPO_ADMISSAO_SISU,TIPO_ADMISSAO_TRANSFERENCIA,TIPO_ADMISSAO_VESTIBULAR,POLITICA_AFIRMATIVA_BONUS,POLITICA_AFIRMATIVA_L1,POLITICA_AFIRMATIVA_L10,POLITICA_AFIRMATIVA_L13,POLITICA_AFIRMATIVA_L14,POLITICA_AFIRMATIVA_L2,POLITICA_AFIRMATIVA_L5,POLITICA_AFIRMATIVA_L6,POLITICA_AFIRMATIVA_L9
115210963,29,3,5,3,2012.0,0.0,5,2016.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
114111593,31,3,5,4,2012.0,0.4,5,2015.2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
118210737,34,3,5,4,2008.0,-1.0,4,2023.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
109210002,33,3,0,0,2011.0,5.2,0,2009.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113110900,31,3,5,3,2009.0,7.3,0,2013.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104210029,40,3,5,0,2011.0,0.0,4,2007.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112210112,31,3,7,3,2010.0,9.5,0,2013.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112110960,29,3,5,3,2011.0,3.6,5,2012.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107210334,35,3,7,0,2011.0,4.2,5,2009.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104210013,39,3,5,0,2011.0,0.0,4,2007.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110150011,32,3,8,0,2011.0,7.0,0,2010.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117211396,26,3,5,4,2016.0,1.0,5,2022.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
114211201,31,3,7,4,2010.0,5.1,0,2015.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
117110297,25,3,2,3,2016.0,9.0,0,2017.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111210952,33,3,7,0,2011.0,0.3,5,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119111098,27,3,2,4,2018.0,7.9,0,2022.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
114210803,28,3,0,3,2013.0,1.9,5,2014.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116110231,28,3,0,4,2015.0,5.1,0,2016.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
102210025,40,3,0,0,2011.0,0.0,6,2007.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113210142,29,3,7,3,2012.0,6.2,0,2014.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119210463,28,3,0,3,2013.0,8.4,0,2019.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107110013,35,3,8,0,2011.0,8.1,0,2008.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112110929,37,3,7,3,2003.0,-1.0,4,2014.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113112637,29,3,5,3,2012.0,2.8,5,2014.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114210808,27,3,5,3,2013.0,-1.0,4,2015.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105110096,39,3,0,0,2011.0,8.0,0,2005.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120210375,22,3,5,3,2019.0,0.8,5,2021.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
114110467,28,3,5,3,2013.0,8.0,0,2014.1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113110913,30,3,5,3,2012.0,5.5,0,2013.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106210164,36,3,1,0,2011.0,7.5,0,2009.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116210674,26,3,0,4,2016.0,8.1,0,2017.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
119110583,24,3,0,4,2018.0,9.5,0,2020.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
120210334,22,3,0,4,2019.0,-1.0,1,2021.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
113210443,32,3,5,3,2010.0,7.6,0,2013.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110210118,32,3,7,3,2009.0,6.1,0,2012.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107210005,35,3,7,0,2011.0,5.8,0,2008.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118110320,25,3,0,2,2017.0,3.6,5,2018.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119110256,23,3,2,3,2018.0,10.0,0,2020.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
117110911,25,3,0,4,2016.0,1.0,5,2017.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
117110924,28,3,5,4,2014.0,-1.0,4,2019.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
119210551,24,3,2,4,2017.0,7.7,0,2019.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
119110395,23,3,2,3,2018.0,9.7,0,2022.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119111373,30,3,0,3,2011.0,7.0,0,2019.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
115211490,30,3,5,3,2011.0,-1.0,4,2017.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104110033,41,3,5,0,2011.0,-1.0,6,2005.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118210091,24,3,0,3,2017.0,9.1,0,2018.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
114110468,29,3,5,4,2013.0,6.1,0,2014.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
108110605,34,3,5,0,2011.0,7.0,0,2009.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113210119,32,3,0,3,2009.0,5.2,0,2013.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114110430,30,3,0,3,2012.0,3.5,5,2015.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111210064,37,3,5,0,2011.0,1.6,5,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112210442,34,3,7,1,2009.0,7.0,0,2012.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118111402,50,0,5,4,2002.0,-1.0,4,2018.1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
110210380,34,3,5,3,2018.0,5.1,0,2011.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109210032,33,3,5,0,2011.0,0.8,5,2011.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108210348,35,3,7,0,2011.0,0.0,4,2011.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113210404,36,3,7,3,2005.0,4.1,5,2014.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118210282,30,3,0,4,2013.0,9.0,0,2019.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
114210773,38,0,5,4,2007.0,-1.0,4,2015.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
119110859,22,3,2,3,2018.0,9.6,0,2019.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
117210684,47,0,5,3,1994.0,-1.0,4,2018.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121111699,27,3,5,4,2013.0,2.7,5,2021.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
115110408,29,3,5,3,2012.0,2.2,5,2016.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105210148,42,3,0,0,2011.0,-1.0,6,2005.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118110394,25,3,5,3,2016.0,-1.0,4,2018.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111210073,39,3,5,3,2002.0,8.4,0,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108210199,34,3,5,0,2011.0,10.0,0,2009.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114110454,28,3,7,3,2013.0,7.0,0,2014.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117110913,25,3,7,4,2016.0,8.3,0,2017.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
118210134,24,3,0,3,2017.0,0.5,5,2019.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119210158,24,3,2,3,2017.0,7.9,0,2021.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110210053,32,3,7,0,2011.0,7.7,0,2010.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111210421,31,3,7,4,2010.0,6.2,0,2015.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116210439,28,3,0,3,2014.0,-1.0,4,2017.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
103210010,39,3,7,0,2011.0,0.0,4,2005.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111210792,31,3,7,0,2011.0,6.4,0,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112110944,30,3,0,3,2011.0,7.1,0,2012.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106210173,38,3,0,0,2011.0,1.2,5,2006.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119111162,24,3,2,4,2018.0,8.6,0,2021.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
112210458,30,3,0,1,2011.0,-1.0,4,2012.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118210227,28,3,2,4,2014.0,9.3,0,2021.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
109110093,40,3,5,0,2011.0,0.0,4,2009.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111110112,33,3,0,0,2011.0,8.8,0,2011.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119111153,23,3,2,4,2018.0,8.1,0,2021.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
112210660,32,3,5,3,2010.0,6.2,0,2013.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105110114,38,3,7,0,2011.0,1.2,5,2005.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119110570,23,3,2,4,2018.0,9.4,0,2022.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
110210385,31,3,7,1,2009.0,8.2,0,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116210667,26,3,5,3,2015.0,-1.0,4,2016.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
118210799,30,3,5,4,2011.0,7.5,0,2019.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
119210467,30,3,0,3,2011.0,7.5,0,2019.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111110060,32,3,7,3,2009.0,2.3,5,2014.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113110019,32,3,7,3,2011.0,-1.0,0,2015.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110110108,33,3,0,0,2011.0,5.4,0,2012.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111110134,31,3,0,0,2011.0,10.0,0,2011.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117111892,25,3,1,4,2016.0,9.7,0,2018.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
121111699,27,3,5,4,2013.0,2.5,5,2022.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
112190042,32,3,8,3,2010.0,4.5,5,2013.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112210672,30,3,5,4,2011.0,0.0,5,2014.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118110711,24,3,5,4,2017.0,6.8,0,2018.2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
120111394,27,3,0,4,2014.0,2.1,5,2022.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
116110168,26,3,0,3,2015.0,-1.0,4,2016.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110210070,34,3,5,0,2011.0,4.6,5,2010.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115110141,28,3,0,4,2014.0,-1.0,4,2019.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
115211282,31,3,0,3,2010.0,-1.0,4,2015.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119110268,22,3,2,4,2018.0,10.0,0,2020.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116211259,29,3,5,4,2012.0,8.2,0,2016.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
103210013,39,3,0,0,2011.0,-1.0,6,2006.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114110440,27,3,5,3,2013.0,-1.0,4,2016.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102210034,41,3,0,0,2011.0,-1.0,6,2003.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111210124,36,3,0,0,2011.0,5.7,0,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119210170,24,3,2,3,2018.0,9.9,0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120210471,27,3,5,4,2015.0,-1.0,4,2023.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
111210412,32,3,5,4,2010.0,5.6,0,2014.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117110364,25,3,5,4,2016.0,-1.0,4,2017.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
102210015,43,3,5,0,2011.0,5.5,0,2004.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119210567,25,3,0,4,2018.0,8.2,0,2020.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
121110491,30,3,5,4,2011.0,0.0,5,2021.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
111110070,31,3,7,0,2011.0,6.3,0,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119110034,22,3,2,3,2018.0,9.8,0,2019.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119110985,25,3,2,4,2016.0,8.7,0,2019.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
114110482,28,3,7,3,2013.0,7.3,0,2017.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109110807,36,3,7,0,2011.0,8.4,0,2010.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103110012,39,3,0,0,2011.0,8.0,0,2004.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110110061,32,3,7,0,2011.0,9.0,0,2011.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115110141,28,3,0,4,2014.0,-1.0,4,2017.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
120111796,27,3,0,1,2017.0,-1.0,0,2020.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
112210640,32,3,5,3,2009.0,4.3,5,2013.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111110060,32,3,7,3,2009.0,8.5,0,2012.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113111419,31,3,5,3,2010.0,5.0,0,2013.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109110807,36,3,7,0,2011.0,7.3,0,2011.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115112032,30,3,5,3,2010.0,5.2,0,2016.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113210403,29,3,0,3,2012.0,8.3,0,2015.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111110070,31,3,7,0,2011.0,2.2,5,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111210659,36,3,7,0,2011.0,7.4,0,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117211396,26,3,5,4,2016.0,2.4,5,2018.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
118110756,34,3,0,4,2008.0,-1.0,4,2018.2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
119110256,23,3,2,3,2018.0,9.2,0,2019.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113110019,32,3,7,3,2011.0,-1.0,0,2015.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118111107,26,3,0,4,2017.0,9.1,0,2018.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
113110871,30,3,5,1,2010.0,7.1,0,2015.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113110887,29,3,7,3,2012.0,6.7,0,2015.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103210031,41,3,1,0,2011.0,7.9,0,2008.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103210031,41,3,1,0,2011.0,7.0,0,2010.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
121210596,21,3,0,3,2020.0,8.5,0,2021.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
115111882,30,3,0,4,2010.0,-1.0,4,2015.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
105210153,38,3,5,3,2003.0,0.0,4,2008.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115210876,32,3,8,3,2009.0,6.0,0,2016.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104210029,40,3,5,0,2011.0,2.4,5,2005.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119210467,30,3,0,3,2011.0,-1.0,6,2020.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
117111909,25,3,5,3,2016.0,-1.0,4,2017.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110210639,32,3,5,0,2011.0,3.3,5,2012.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103210031,41,3,1,0,2011.0,7.4,0,2010.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110110055,33,3,0,0,2011.0,10.0,0,2010.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118210122,23,3,0,3,2017.0,8.8,0,2018.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119210656,24,3,2,3,2018.0,7.4,0,2021.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112210653,47,0,5,3,1994.0,8.3,0,2012.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118210737,34,3,5,4,2008.0,-1.0,4,2023.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
114211198,28,3,7,3,2013.0,7.0,0,2015.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112210088,34,3,5,3,2006.0,8.8,0,2012.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118210383,25,3,0,3,2017.0,-1.0,4,2019.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
118110355,30,3,0,3,2011.0,3.4,5,2019.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
118210480,23,3,2,3,2017.0,9.6,0,2020.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111210426,30,3,5,0,2011.0,5.1,0,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
122110048,31,3,0,3,2013.0,6.7,0,2023.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111110115,31,3,0,0,2011.0,-1.0,1,2011.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106110142,38,3,7,0,2011.0,7.2,0,2006.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111210391,30,3,0,4,2010.0,-1.0,6,2014.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109210474,33,3,8,3,2008.0,0.0,5,2012.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112210128,30,3,5,3,2011.0,-1.0,4,2014.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103210014,39,3,0,0,2011.0,7.8,0,2005.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102210015,43,3,5,0,2011.0,0.0,4,2003.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113210135,35,3,5,3,2007.0,7.0,0,2013.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116211259,29,3,5,4,2012.0,9.7,0,2017.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
107110013,35,3,8,0,2011.0,8.2,0,2007.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117210389,25,3,0,3,2016.0,-1.0,4,2019.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112210056,32,3,7,4,2010.0,5.0,0,2014.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116210447,26,3,5,4,2015.0,2.5,5,2016.2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
106210159,38,3,7,0,2011.0,5.8,0,2009.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117210423,28,3,2,4,2012.0,8.5,0,2020.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
112211094,29,3,5,3,2011.0,8.1,0,2013.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110210393,33,3,7,0,2011.0,6.3,0,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112210042,33,3,5,3,2009.0,5.5,0,2012.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111210413,33,3,5,3,2008.0,4.4,5,2012.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111210413,33,3,5,3,2008.0,-1.0,4,2014.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103110025,43,3,0,0,2011.0,-1.0,6,2004.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110210560,33,3,8,4,2008.0,-1.0,1,2013.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110110853,32,3,7,0,2011.0,8.3,0,2010.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110210082,34,3,7,0,2011.0,8.3,0,2012.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119210656,24,3,2,3,2018.0,7.3,0,2021.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113210753,32,3,5,3,2009.0,7.5,0,2016.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110210092,32,3,7,4,2009.0,1.9,5,2012.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114110412,33,3,5,3,2010.0,8.6,0,2014.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116210554,33,3,5,3,2009.0,5.5,0,2018.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110110087,37,3,7,0,2011.0,8.7,0,2012.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111210426,30,3,5,0,2011.0,-1.0,4,2012.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115110141,28,3,0,4,2014.0,5.3,0,2018.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
112210472,29,3,7,3,2011.0,5.1,0,2014.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117210343,26,3,0,4,2016.0,9.8,0,2020.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
114210778,28,3,0,3,2013.0,-1.0,4,2016.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104210015,38,3,8,0,2011.0,2.7,5,2007.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111210421,31,3,7,4,2010.0,7.1,0,2014.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110210396,33,3,5,0,2011.0,7.3,0,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
121110708,21,3,8,4,2021.0,7.5,0,2022.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
119210326,23,3,2,4,2018.0,9.2,0,2022.2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
115210021,33,3,7,4,2010.0,2.4,5,2017.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
112210109,32,3,5,4,2009.0,5.2,0,2012.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110210105,33,3,7,0,2011.0,7.4,0,2012.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115211208,26,3,0,3,2014.0,7.7,0,2015.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107110004,36,3,7,0,2011.0,-1.0,6,2009.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
